student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,profile_json,hobbies,devices,skills.tech.python,skills.tech.excel,skills.tech.sql,skills.soft,family.siblings,family.income.father,family.income.mother,addr_city,addr_district,addr_postal
201,,20,Female,,,Matthewtown,jamie54@patel-carter.biz,2/19/2016 0:00,Other,110,active,2.45,good,264,10/17/1981 6:37,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA,,,,,,,,,,,,
202,Hayley Martinez,18,Female,90,9.98286E+11,Port Paulville,,10/11/2023 2:36,Data Science,,inactive,15.5,excellent,299,1/27/1988 0:00,UZ 100922 Tashkent East Nicholas,"{""hobbies"": [""skin"", ""once""], ""skills"": {""tech"": {""python"": 4, ""excel"": 4, ""sql"": 5}, ""soft"": [""capital"", ""note""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 709, ""mother"": 492}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2024}]}","['skin', 'once']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2016}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]",4,4,5,"['capital', 'note']",5,709,492,Tashkent,,100922
203,,20,Female,90,9.98428E+11,Lake Robertbury,,12/30/2016 0:00,Other,,inactive,0,good,93,3/16/2000 0:00,"094 Mark Fork, Matthewmouth","{'hobbies': ['south', 'address'], 'skills': {'tech': {'python': 1, 'excel': 4, 'sql': 1}, 'soft': ['reflect', 'ready']}, 'family': {'siblings': 0, 'income': {'father': 230, 'mother': 298}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2021}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}","['south', 'address']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2021}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]",1,4,1,"['reflect', 'ready']",0,230,298,Other,,
204,,,Female,90,,Port Laurenborough,,2/1/1981 0:00,Data Science,,inactive,-2,good,160,3/28/2011 1:47,"Charlesburgh 23-kv, dom 41, Tashkent","{hobbies:['image', 'quality']}",,,,,,,,,,Tashkent,,
205,Kathryn Allen,20,Female,95,9.98062E+11,New Kevinton,,2/10/1977 0:00,Python,77,pending,3.7,excellent,145,8/10/2019 0:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['ground', 'whether'], 'skills': {'tech': {'python': 1, 'excel': 1, 'sql': 1}, 'soft': ['performance', 'shoulder']}, 'family': {'siblings': 4, 'income': {'father': 958, 'mother': 999}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}","['ground', 'whether']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]",1,1,1,"['performance', 'shoulder']",4,958,999,,,
206,Tyler Wright,20,Unknown,95,,Lucasland,,2/9/1972 4:43,Python,110,pending,-2,,69,9/20/1979 9:03,"Apartment 42, Smithborough district, Tashkent, UZ, 100017","{'hobbies': ['child', 'yard'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 4}, 'soft': ['half', 'address']}, 'family': {'siblings': 0, 'income': {'father': 260, 'mother': 371}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2017}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]}","['child', 'yard']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2017}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]",4,4,4,"['half', 'address']",0,260,371,Tashkent,Smithborough,100017
207,Stephen Gordon,21,Female,90,,East Monicastad,tdonovan@hall.biz,8/14/1975 0:00,Data Science,,pending,-2,good,131,8/5/1982 0:00,"00705 Terrance Street Apt. 121, Christinaport","{""hobbies"": [""training"", ""while""], ""skills"": {""tech"": {""python"": 2, ""excel"": 5, ""sql"": 2}, ""soft"": [""threat"", ""off""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 824, ""mother"": 1000}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2022}]}","['training', 'while']","[{'type': 'laptop', 'brand': 'HP', 'year': 2016}, {'type': 'phone', 'brand': 'Apple', 'year': 2022}]",2,5,2,"['threat', 'off']",5,824,1000,Other,,
208,Pedro Mcdaniel,,Male,72,9.9841E+11,Lake Linda,garciapamela@gmail.com,3/9/2018 0:00,Other,,pending,1.08,average,87,12/1/1983 0:00,UZ 100020 Tashkent South Anthony,"{hobbies:['attention', 'employee']}",,,,,,,,,,Tashkent,,100020
209,Margaret Peters,19,Female,90,9.98906E+11,Lake Jenniferville,melissajohnston@gmail.com,9/23/2013 9:00,Data Science,,inactive,3.7,excellent,239,10/30/1979 0:00,UZ 100583 Tashkent Robertmouth,INVALID_JSON_DATA,,,,,,,,,,Tashkent,,100583
210,,,Male,90,9.98173E+11,New Christopher,,4/12/2022 21:36,Other,110,inactive,15.5,average,184,12/22/2010 4:56,"Meaganchester 4-kv, dom 34, Tashkent","{'hobbies': ['sound', 'respond'], 'skills': {'tech': {'python': 5, 'excel': 5, 'sql': 5}, 'soft': ['author', 'join']}, 'family': {'siblings': 3, 'income': {'father': 667, 'mother': 864}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}","['sound', 'respond']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]",5,5,5,"['author', 'join']",3,667,864,Tashkent,,
211,Thomas Spence,20,Unknown,,,Baileymouth,,9/27/2011 21:52,Python,106,inactive,0,good,257,1/27/2008 0:00,"8175 Davis Mountains, Lake James","{hobbies:['seven', 'real']}",,,,,,,,,,Other,,
212,Ashley Fuller,21,Male,70,9.98792E+11,Timothyborough,,7/8/2023 23:11,Other,110,active,0,excellent,54,1/10/2021 4:22,"Apartment 38, Rachelport district, Tashkent, UZ, 100706","{""hobbies"": [""baby"", ""age""], ""skills"": {""tech"": {""python"": 2, ""excel"": 2, ""sql"": 2}, ""soft"": [""after"", ""production""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 763, ""mother"": 642}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2018}]}","['baby', 'age']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Apple', 'year': 2018}]",2,2,2,"['after', 'production']",3,763,642,Tashkent,Rachelport,100706
213,Megan Lambert,18,Male,75,9.9856E+11,New Michael,,11/28/2022 22:39,Other,111,pending,-2,,151,7/17/2018 0:00,"Apartment 27, New Brianshire district, Tashkent, UZ, 100123","{'hobbies': ['avoid', 'action'], 'skills': {'tech': {'python': 2, 'excel': 5, 'sql': 4}, 'soft': ['today', 'interesting']}, 'family': {'siblings': 0, 'income': {'father': 221, 'mother': 973}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2019}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}","['avoid', 'action']","[{'type': 'laptop', 'brand': 'HP', 'year': 2019}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]",2,5,4,"['today', 'interesting']",0,221,973,Tashkent,New Brianshire,100123
214,Nancy Zimmerman,22,Male,90,9.98807E+11,Matthewburgh,,10/3/2008 0:00,Data Science,110,active,-2,,166,9/2/1985 0:00,UZ 100413 Tashkent Perryhaven,"{'hobbies': ['force', 'half'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 5}, 'soft': ['arrive', 'total']}, 'family': {'siblings': 5, 'income': {'father': 551, 'mother': 642}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]}","['force', 'half']","[{'type': 'laptop', 'brand': 'HP', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]",4,4,5,"['arrive', 'total']",5,551,642,Tashkent,,100413
215,Joshua Miller,20,Female,,,Port Cynthiashire,,5/17/1977 1:23,Data Science,110,inactive,0,average,182,10/7/2002 17:41,"3347 Huff Flats Suite 397, South Juliantown","{hobbies:['employee', 'road']}",,,,,,,,,,Other,,
216,,20,Male,82,9.98248E+11,New Austinhaven,evansdaniel@hotmail.com,8/6/2018 8:30,Python,60,pending,0,excellent,242,10/18/2003 17:09,"31066 Alejandro Terrace Apt. 105, Faithhaven","{'hobbies': ['bar', 'offer'], 'skills': {'tech': {'python': 2, 'excel': 4, 'sql': 3}, 'soft': ['morning', 'coach']}, 'family': {'siblings': 5, 'income': {'father': 653, 'mother': 949}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]}","['bar', 'offer']","[{'type': 'laptop', 'brand': 'HP', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]",2,4,3,"['morning', 'coach']",5,653,949,Other,,
217,,21,Female,73,9.98042E+11,Jarvisview,kylerichardson@dyer.com,1/31/1985 17:46,Data Science,83,inactive,4.5,,162,12/5/2022 12:41,UZ 100852 Tashkent Lake Samantha,"{'hobbies': ['everybody', 'there'], 'skills': {'tech': {'python': 2, 'excel': 2, 'sql': 1}, 'soft': ['fear', 'sell']}, 'family': {'siblings': 2, 'income': {'father': 1291, 'mother': 814}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}","['everybody', 'there']","[{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]",2,2,1,"['fear', 'sell']",2,1291,814,Tashkent,,100852
218,,19,Female,,,Jonathanton,,6/20/1990 7:38,Other,110,pending,15.5,excellent,133,3/11/2014 0:21,"Apartment 27, West Pamelafurt district, Tashkent, UZ, 100776",INVALID_JSON_DATA,,,,,,,,,,Tashkent,West Pamelafurt,100776
219,John Crosby,20,Female,90,9.98387E+11,Lake Micheleside,moorebrooke@gmail.com,3/16/1994 0:00,Data Science,,inactive,4.5,good,169,11/20/1979 20:58,"Apartment 47, South Joshuabury district, Tashkent, UZ, 100368","{'hobbies': ['theory', 'go'], 'skills': {'tech': {'python': 5, 'excel': 2, 'sql': 5}, 'soft': ['study', 'share']}, 'family': {'siblings': 2, 'income': {'father': 579, 'mother': 254}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2022}]}","['theory', 'go']","[{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2022}]",5,2,5,"['study', 'share']",2,579,254,Tashkent,South Joshuabury,100368
220,Lance Jackson,22,Male,81,,Caitlinville,,2/2/2004 19:24,Data Science,80,pending,-2,excellent,127,6/2/1980 0:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['source', 'laugh'], 'skills': {'tech': {'python': 2, 'excel': 3, 'sql': 5}, 'soft': ['region', 'officer']}, 'family': {'siblings': 2, 'income': {'father': 616, 'mother': 983}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}","['source', 'laugh']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]",2,3,5,"['region', 'officer']",2,616,983,,,
221,Karen Smith,,Female,85,,Sarahview,,6/2/1998 0:00,Python,,pending,3.11,excellent,141,1/24/2023 3:23,UZ 100054 Tashkent Munozshire,"{hobbies:['approach', 'one']}",,,,,,,,,,Tashkent,,100054
222,Mr. Aaron Murphy,22,Female,73,,North Scottmouth,,5/12/1982 0:00,Other,66,inactive,15.5,excellent,106,7/12/2023 0:00,"Apartment 27, South Lauren district, Tashkent, UZ, 100652",INVALID_JSON_DATA,,,,,,,,,,Tashkent,South Lauren,100652
223,Juan Bailey,20,Unknown,77,,North Joshuachester,,6/11/1999 0:00,Data Science,85,active,3.7,,251,1/21/1974 0:00,"New Jason 27-kv, dom 49, Tashkent","{'hobbies': ['open', 'full'], 'skills': {'tech': {'python': 5, 'excel': 3, 'sql': 1}, 'soft': ['suddenly', 'opportunity']}, 'family': {'siblings': 0, 'income': {'father': 671, 'mother': 230}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}","['open', 'full']","[{'type': 'laptop', 'brand': 'HP', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]",5,3,1,"['suddenly', 'opportunity']",0,671,230,Tashkent,,
224,Randy Diaz,20,Female,,,Butlerhaven,,1/3/1992 0:00,Data Science,110,pending,4.5,excellent,77,12/4/2008 12:38,"388 Jonathan Tunnel, Claytontown","{""hobbies"": [""bar"", ""improve""], ""skills"": {""tech"": {""python"": 3, ""excel"": 4, ""sql"": 3}, ""soft"": [""point"", ""foot""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 1469, ""mother"": 306}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2015}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2020}]}","['bar', 'improve']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]",3,4,3,"['point', 'foot']",3,1469,306,Other,,
225,,18,Female,,9.98917E+11,Daltonmouth,ismith@yahoo.com,3/16/2018 0:00,Other,110,pending,,excellent,148,8/24/2005 0:00,"1104 Sanchez Locks Apt. 466, Jonesberg","{hobbies:['several', 'discuss']}",,,,,,,,,,Other,,
226,Brett Newman,20,Female,73,9.98492E+11,Port Michelle,,4/25/2023 6:52,Data Science,110,active,4.5,average,251,1/5/1986 0:00,UZ 100469 Tashkent Samanthaborough,"{hobbies:['listen', 'population']}",,,,,,,,,,Tashkent,,100469
227,Stacie Hawkins,18,Unknown,84,,Gregoryfurt,sarah04@davis.com,11/2/2023 2:28,Data Science,79,pending,3.7,excellent,292,12/25/2011 0:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['he', 'go'], 'skills': {'tech': {'python': 5, 'excel': 2, 'sql': 2}, 'soft': ['a', 'physical']}, 'family': {'siblings': 2, 'income': {'father': 563, 'mother': 739}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]}","['he', 'go']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]",5,2,2,"['a', 'physical']",2,563,739,,,
228,Ann Patterson,,Female,90,,East Kristopherbury,,12/10/2013 4:01,Data Science,,pending,4.5,average,95,4/30/1992 0:00,UZ 100020 Tashkent New Danaburgh,"{hobbies:['simply', 'someone']}",,,,,,,,,,Tashkent,,100020
229,,21,Male,90,9.98355E+11,New Michele,,5/20/2008 2:19,Other,110,inactive,15.5,good,259,6/8/1996 0:00,"Apartment 1, Webbburgh district, Tashkent, UZ, 100201","{""hobbies"": [""chance"", ""later""], ""skills"": {""tech"": {""python"": 5, ""excel"": 3, ""sql"": 2}, ""soft"": [""dream"", ""summer""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 975, ""mother"": 1317}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2018}]}","['chance', 'later']","[{'type': 'laptop', 'brand': 'HP', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]",5,3,2,"['dream', 'summer']",1,975,1317,Tashkent,Webbburgh,100201
230,Cesar Carr,19,Unknown,70,,Port Alvin,,1/8/2022 6:25,Python,110,inactive,3.7,excellent,97,12/4/2014 0:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['goal', 'green'], 'skills': {'tech': {'python': 2, 'excel': 5, 'sql': 1}, 'soft': ['democratic', 'themselves']}, 'family': {'siblings': 5, 'income': {'father': 296, 'mother': 1311}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2015}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}","['goal', 'green']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2015}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]",2,5,1,"['democratic', 'themselves']",5,296,1311,,,
231,,22,Unknown,90,9.98895E+11,Espinozamouth,ewilliams@turner-rhodes.org,8/18/1995 0:00,Other,,inactive,,excellent,70,2/12/1980 0:00,"685 Tiffany Island Apt. 341, Adamhaven","{hobbies:['plan', 'write']}",,,,,,,,,,Other,,
232,,21,Unknown,90,9.98475E+11,Crystalmouth,,12/12/2024 1:37,Other,110,inactive,1.22,excellent,226,3/18/1982 22:20,"7335 Alex Parks Apt. 827, Gordontown","{'hobbies': ['television', 'guess'], 'skills': {'tech': {'python': 1, 'excel': 4, 'sql': 4}, 'soft': ['even', 'career']}, 'family': {'siblings': 5, 'income': {'father': 1142, 'mother': 1384}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}","['television', 'guess']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]",1,4,4,"['even', 'career']",5,1142,1384,Other,,
233,Shannon Floyd,18,Female,90,9.98624E+11,South Heather,ytran@knapp.org,2/28/2014 0:00,Data Science,110,inactive,,excellent,287,6/14/2001 22:43,"Port Bradleyfurt 3-kv, dom 15, Tashkent","{""hobbies"": [""parent"", ""might""], ""skills"": {""tech"": {""python"": 2, ""excel"": 4, ""sql"": 4}, ""soft"": [""part"", ""size""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 759, ""mother"": 1025}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2019}]}","['parent', 'might']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2021}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]",2,4,4,"['part', 'size']",2,759,1025,Tashkent,,
234,Kenneth Frye,19,Male,90,,North Juanborough,sydney04@keith-roberson.net,1/27/2021 0:00,Data Science,110,pending,1.08,excellent,141,12/2/2019 0:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['nothing', 'senior'], 'skills': {'tech': {'python': 5, 'excel': 5, 'sql': 3}, 'soft': ['area', 'standard']}, 'family': {'siblings': 2, 'income': {'father': 1191, 'mother': 1458}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2021}, {'type': 'phone', 'brand': 'Samsung', 'year': 2023}]}","['nothing', 'senior']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2021}, {'type': 'phone', 'brand': 'Samsung', 'year': 2023}]",5,5,3,"['area', 'standard']",2,1191,1458,,,
235,,21,Female,90,9.98882E+11,North Tracy,patriciajones@hancock.com,10/29/2015 0:00,Data Science,110,active,,excellent,72,7/9/2007 0:00,"BROKEN,ADDRESS,DATA,,,","{hobbies:['member', 'road']}",,,,,,,,,,,,
236,,,Male,,9.98896E+11,Melindaport,,10/25/1991 21:50,Data Science,,pending,3.7,good,154,3/23/1983 0:00,"2195 Hamilton Turnpike Apt. 662, Gutierrezchester","{""hobbies"": [""society"", ""kitchen""], ""skills"": {""tech"": {""python"": 1, ""excel"": 1, ""sql"": 1}, ""soft"": [""trouble"", ""perform""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 1255, ""mother"": 1029}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2022}]}","['society', 'kitchen']","[{'type': 'laptop', 'brand': 'HP', 'year': 2020}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]",1,1,1,"['trouble', 'perform']",3,1255,1029,Other,,
237,Leonard Reyes,19,Unknown,64,9.98423E+11,South Lorrainetown,,10/8/1995 0:00,Other,110,active,15.5,,277,4/8/1993 0:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['sense', 'create'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 2}, 'soft': ['talk', 'phone']}, 'family': {'siblings': 3, 'income': {'father': 1314, 'mother': 816}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Apple', 'year': 2018}]}","['sense', 'create']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Apple', 'year': 2018}]",4,5,2,"['talk', 'phone']",3,1314,816,,,
238,,21,Male,90,9.98043E+11,Lake Ryanhaven,,5/18/1997 3:49,Data Science,110,inactive,3.7,excellent,123,12/20/1977 0:00,"Apartment 4, Riddleshire district, Tashkent, UZ, 100048","{'hobbies': ['hundred', 'music'], 'skills': {'tech': {'python': 1, 'excel': 3, 'sql': 1}, 'soft': ['live', 'garden']}, 'family': {'siblings': 3, 'income': {'father': 490, 'mother': 1088}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2015}, {'type': 'phone', 'brand': 'Samsung', 'year': 2019}]}","['hundred', 'music']","[{'type': 'laptop', 'brand': 'HP', 'year': 2015}, {'type': 'phone', 'brand': 'Samsung', 'year': 2019}]",1,3,1,"['live', 'garden']",3,490,1088,Tashkent,Riddleshire,100048
239,Daniel King,,Female,,9.98015E+11,Russellmouth,,3/30/2022 16:59,Python,,inactive,0,excellent,174,10/5/1981 0:00,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""cold"", ""deep""], ""skills"": {""tech"": {""python"": 4, ""excel"": 3, ""sql"": 5}, ""soft"": [""term"", ""light""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 1398, ""mother"": 576}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2015}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2023}]}","['cold', 'deep']","[{'type': 'laptop', 'brand': 'HP', 'year': 2015}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]",4,3,5,"['term', 'light']",1,1398,576,,,
240,Claire Smith,20,Unknown,62,,Leebury,,10/17/2003 10:01,Data Science,110,active,0,,250,12/28/2009 21:57,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""close"", ""ground""], ""skills"": {""tech"": {""python"": 4, ""excel"": 1, ""sql"": 1}, ""soft"": [""life"", ""only""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 1231, ""mother"": 1351}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2019}]}","['close', 'ground']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2021}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]",4,1,1,"['life', 'only']",4,1231,1351,,,
241,David Grimes,20,Male,65,9.98825E+11,East Nancymouth,ckoch@gmail.com,1/27/2021 2:43,Data Science,110,active,3.11,good,120,3/29/2023 2:45,"Apartment 24, East Pamelafurt district, Tashkent, UZ, 100917","{""hobbies"": [""mean"", ""that""], ""skills"": {""tech"": {""python"": 5, ""excel"": 3, ""sql"": 4}, ""soft"": [""though"", ""less""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 1115, ""mother"": 1223}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2020}]}","['mean', 'that']","[{'type': 'laptop', 'brand': 'Dell', 'year': 2021}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]",5,3,4,"['though', 'less']",2,1115,1223,Tashkent,East Pamelafurt,100917
242,,19,Female,76,9.98322E+11,Port Lauren,,5/18/2023 0:04,Data Science,104,inactive,0,good,162,3/10/1993 0:00,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""evidence"", ""tonight""], ""skills"": {""tech"": {""python"": 1, ""excel"": 5, ""sql"": 1}, ""soft"": [""dream"", ""each""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 1337, ""mother"": 794}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2018}]}","['evidence', 'tonight']","[{'type': 'laptop', 'brand': 'HP', 'year': 2020}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]",1,5,1,"['dream', 'each']",2,1337,794,,,
243,Barbara Richardson,22,Unknown,,9.98248E+11,North James,,6/8/1994 0:00,Data Science,,pending,15.5,excellent,106,10/15/1982 6:48,"Apartment 38, Lake Amychester district, Tashkent, UZ, 100854","{'hobbies': ['its', 'join'], 'skills': {'tech': {'python': 1, 'excel': 4, 'sql': 4}, 'soft': ['among', 'list']}, 'family': {'siblings': 0, 'income': {'father': 833, 'mother': 904}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}","['its', 'join']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]",1,4,4,"['among', 'list']",0,833,904,Tashkent,Lake Amychester,100854
244,,18,Female,90,9.98939E+11,Kevinland,,11/26/2020 13:53,Other,,inactive,3.7,good,299,12/5/2019 10:39,"55355 Lucero Manors Suite 542, East Michaelhaven","{""hobbies"": [""moment"", ""always""], ""skills"": {""tech"": {""python"": 5, ""excel"": 3, ""sql"": 2}, ""soft"": [""do"", ""question""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 667, ""mother"": 969}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2021}]}","['moment', 'always']","[{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]",5,3,2,"['do', 'question']",0,667,969,Other,,
245,Linda Castro,19,Female,90,,North Amanda,,2/20/2023 6:33,Data Science,84,pending,0,,231,9/30/1997 6:56,"Apartment 35, West Ericborough district, Tashkent, UZ, 100678","{'hobbies': ['least', 'environment'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 4}, 'soft': ['course', 'hear']}, 'family': {'siblings': 0, 'income': {'father': 1496, 'mother': 514}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2019}]}","['least', 'environment']","[{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2019}]",3,2,4,"['course', 'hear']",0,1496,514,Tashkent,West Ericborough,100678
